ELECTORAL_DISTRICT_NUMBER,PROVINCE,ELECTORAL_DISTRICT_NAME,URBAN_SEMIURBAN_RURAL,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES_OBTAINED,PERCENTAGE_OF_VOTES_OBTAINED,MAJORITY,MAJORITY_PERCENTAGE,POPULATION,ELECTORS,PERCENTAGE_OF_VOTER_TURNOUT,ELECTED_CANDIDATE,ELECTED_CANDIDATE_PARTY,PROV_CODE
24001,Quebec,Abitibi--Baie-James--Nunavik--Eeyou,Rural,Pauline Lameboy,NDP-New Democratic Party,3323,11.7,,,87787,65543,44.7,"Bérubé, Sylvie",Bloc Quebecois,QC
24001,Quebec,Abitibi--Baie-James--Nunavik--Eeyou,Rural,Michaël Cloutier,People's Party - PPC,1072,3.8,,,87787,65543,44.7,"Bérubé, Sylvie",Bloc Quebecois,QC
24001,Quebec,Abitibi--Baie-James--Nunavik--Eeyou,Rural,Cédric Brazeau,Free Party Canada,594,2.1,,,87787,65543,44.7,"Bérubé, Sylvie",Bloc Quebecois,QC
24001,Quebec,Abitibi--Baie-James--Nunavik--Eeyou,Rural,Didier Pilon,Green Party,442,1.6,,,87787,65543,44.7,"Bérubé, Sylvie",Bloc Quebecois,QC
24001,Quebec,Abitibi--Baie-James--Nunavik--Eeyou,Rural,Jimmy Levesque,Marijuana Party,329,1.2,,,87787,65543,44.7,"Bérubé, Sylvie",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Sébastien Lemire,Bloc Quebecois,23120,50.6,12107.0,26.5,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,William Legault-Lacasse,Liberal,11013,24.1,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Luis Henry Gonzalez Venegas,Conservative,5339,11.7,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Bethany Stewart,NDP-New Democratic Party,2794,6.1,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Eric Lacroix,People's Party - PPC,1538,3.4,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Dany Goulet,Free Party Canada,858,1.9,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Martin Chartrand,Green Party,748,1.6,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24002,Quebec,Abitibi--Témiscamingue,Rural,Joël Lirette,Rhinoceros Party,275,0.6,,,103491,82560,56.4,"Lemire, Sébastien",Bloc Quebecois,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Mélanie Joly,Liberal,26402,52.4,15290.0,30.3,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Anna Simonyan,Bloc Quebecois,11112,22.0,,,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Ghada Chaabi,NDP-New Democratic Party,5844,11.6,,,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Steven Duarte,Conservative,4247,8.4,,,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Luc Joli-Coeur,Green Party,1491,3.0,,,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24003,Quebec,Ahuntsic-Cartierville,Urban,Manon Chevalier,People's Party - PPC,1313,2.6,,,117447,80359,64.0,"Joly, Mélanie",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Angelo Iacono,Liberal,24516,47.8,11117.0,21.7,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Isabel Dion,Bloc Quebecois,13399,26.1,,,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Angiolino d'Anello,Conservative,6988,13.6,,,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Cindy Mercer,NDP-New Democratic Party,3946,7.7,,,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Dwayne Cappelletti,Free Party Canada,1467,2.9,,,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24004,Quebec,Alfred-Pellan,Urban,Pierre-Alexandre Corneillet,Green Party,940,1.8,,,101373,78760,66.6,"Iacono, Angelo",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Stéphane Lauzon,Liberal,19371,38.3,1529.0,3.0,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Yves Destroismaisons,Bloc Quebecois,17842,35.3,,,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Marie Louis-Seize,Conservative,6547,12.9,,,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Michel Welt,NDP-New Democratic Party,3390,6.7,,,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Marc Vachon,People's Party - PPC,2777,5.5,,,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24005,Quebec,Argenteuil--La Petite-Nation,Rural,Paul Lynes,Free Party Canada,686,1.4,,,95781,84531,61.0,"Lauzon, Stéphane",Liberal,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Kristina Michaud,Bloc Quebecois,19776,59.8,12681.0,38.3,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Louis-Éric Savoie,Liberal,7095,21.5,,,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Germain Dumas,Conservative,2912,8.8,,,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Christel Marchand,NDP-New Democratic Party,1501,4.5,,,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Eric Barnabé,People's Party - PPC,965,2.9,,,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24006,Quebec,Avignon--La Mitis--Matane--Matapédia,Rural,Mélanie Gendron,Free Party Canada,826,2.5,,,71897,59750,56.5,"Michaud, Kristina",Bloc Quebecois,QC
24007,Quebec,Beauce,Rural,Richard Lehoux,Conservative,27514,48.3,17152.0,30.1,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Maxime Bernier,People's Party - PPC,10362,18.2,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Solange Thibodeau,Bloc Quebecois,8644,15.2,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Philippe-Alexandre Langlois,Liberal,7018,12.3,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,François Jacques-Côté,NDP-New Democratic Party,1654,2.9,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Chantale Giguère,Free Party Canada,1096,1.9,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Andrzej Wisniowski,Green Party,486,0.9,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24007,Quebec,Beauce,Rural,Sébastien Tanguay,Marijuana Party,206,0.4,,,108746,86857,66.6,"Lehoux, Richard",Conservative,QC
24008,Quebec,Beauport--Limoilou,Rural,Julie Vignola,Bloc Quebecois,15146,31.1,982.0,2.0,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Alupa Clarke,Conservative,14164,29.1,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Ann Gingras,Liberal,12378,25.4,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Camille Esther Garon,NDP-New Democratic Party,5075,10.4,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Dalila Elhak,Green Party,1025,2.1,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Lyne Verret,Free Party Canada,737,1.5,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24008,Quebec,Beauport--Limoilou,Rural,Claude Moreau,Marxist-Leninist,119,0.2,,,96029,76771,64.8,"Vignola, Julie",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Caroline Desbiens,Bloc Quebecois,19270,38.4,3301.0,6.6,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Véronique Laprise,Conservative,15969,31.9,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Alexandra Bernier,Liberal,10365,20.7,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Frédéric Du Verle,NDP-New Democratic Party,2242,4.5,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Jenniefer Lefrançois,People's Party - PPC,881,1.8,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Frédéric Amyot,Green Party,733,1.5,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Chantal Laplante,Free Party Canada,449,0.9,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24020,Quebec,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Rural,Vicky Lépine,Independent,227,0.5,,,93674,77752,65.6,"Desbiens, Caroline",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,Louis Plamondon,Bloc Quebecois,27403,54.8,18952.0,37.9,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,Nathalie Rochefort,Liberal,8451,16.9,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,Yanick Caisse,Conservative,8404,16.8,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,Catherine Gauvin,NDP-New Democratic Party,2550,5.1,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,André Blanchette,Free Party Canada,1215,2.4,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,Eric Pettersen,People's Party - PPC,1214,2.4,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24009,Quebec,Bécancour--Nicolet--Saurel,Semi-urban,David Turcotte,Green Party,770,1.5,,,94588,80573,63.4,"Plamondon, Louis",Bloc Quebecois,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Dominique Vien,Conservative,32238,51.0,17569.0,27.8,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Marie-Christine Richard,Bloc Quebecois,14669,23.2,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Daniel Vaillancourt,Liberal,10074,15.9,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Marie-Philippe Gagnon Gauthier,NDP-New Democratic Party,3184,5.0,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Raymond Arcand,Free Party Canada,1793,2.8,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Hélène Lefebvre,Green Party,918,1.5,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24010,Quebec,Bellechasse--Les Etchemins--Lévis,Rural,Chamroeun Khuon,Independent,306,0.5,,,114966,96457,66.7,"Vien, Dominique",Conservative,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Yves-François Blanchet,Bloc Quebecois,34678,53.1,19176.0,29.4,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Marie-Chantal Hamel,Liberal,15502,23.7,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Stéphane Robichaud,Conservative,5661,8.7,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Marie-Josée Béliveau,NDP-New Democratic Party,5524,8.5,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Danila Ejov,People's Party - PPC,1316,2.0,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Fabrice Gélinas Larrain,Green Party,1294,2.0,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Mario Grimard,Free Party Canada,810,1.2,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Benjamin Vachon,Marijuana Party,191,0.3,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Thomas Thibault-Vincent,Rhinoceros Party,185,0.3,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24011,Quebec,Beloeil--Chambly,Semi-urban,Michel Blondin,Pour l'Indépendance du Québec,163,0.2,,,117343,96547,68.8,"Blanchet, Yves-François",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Yves Perron,Bloc Quebecois,19339,35.2,937.0,1.7,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Ruth Ellen Brosseau,NDP-New Democratic Party,18402,33.5,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Alexandre Bellemare,Liberal,8403,15.3,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Léo Soulières,Conservative,6007,10.9,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Geneviève Sénécal,People's Party - PPC,1496,2.7,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Denis Brown,Free Party Canada,551,1.0,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Laurence Requilé,Green Party,548,1.0,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24012,Quebec,Berthier--Maskinongé,Semi-urban,Steven Lamirande,Marijuana Party,199,0.4,,,100371,86347,64.8,"Perron, Yves",Bloc Quebecois,QC
24015,Quebec,Bourassa,Urban,Emmanuel Dubourg,Liberal,22303,60.4,15396.0,41.7,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Ardo Dia,Bloc Quebecois,6907,18.7,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Nicholas Ponari,NDP-New Democratic Party,2956,8.0,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Ilyasa Sykes,Conservative,2587,7.0,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Michel Lavoie,People's Party - PPC,1349,3.7,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Nathe Perrone,Green Party,679,1.8,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24015,Quebec,Bourassa,Urban,Michel Prairie,Independent,151,0.4,,,101032,67391,56.4,"Dubourg, Emmanuel",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Pascale St-Onge,Liberal,21488,35.0,197.0,0.3,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Marilou Alarie,Bloc Quebecois,21291,34.6,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Vincent Duhamel,Conservative,9961,16.2,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Andrew Panton,NDP-New Democratic Party,3828,6.2,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Alexis Stogowski,People's Party - PPC,1982,3.2,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Michelle Corcos,Green Party,1466,2.4,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Maryse Richard,Free Party Canada,961,1.6,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Lawrence Cotton,VCP,216,0.4,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Dany Desjardins,Independent,145,0.2,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24016,Quebec,Brome--Missisquoi,Semi-urban,Susanne Lefebvre,Christian Heritage Party,133,0.2,,,103457,94728,66.1,"St-Onge, Pascale",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Alexandra Mendès,Liberal,28326,54.1,17885.0,34.2,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Marie-Laurence Desgagné,Bloc Quebecois,10441,19.9,,,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Marcos Alves,Conservative,6276,12.0,,,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Marc Audet,NDP-New Democratic Party,5442,10.4,,,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Brenda Ross,People's Party - PPC,1288,2.5,,,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24017,Quebec,Brossard--Saint-Lambert,Urban,Engineer-Ingénieur Hu,Free Party Canada,583,1.1,,,107582,83125,63.9,"Mendès, Alexandra",Liberal,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Pierre Paul-Hus,Conservative,25623,44.7,11386.0,19.9,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Marie-Christine Lamontagne,Bloc Quebecois,14237,24.8,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,René-Paul Coly,Liberal,11326,19.7,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Michel Marc Lacroix,NDP-New Democratic Party,3446,6.0,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Wayne Cyr,People's Party - PPC,1296,2.3,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Jacques Palardy-Dion,Green Party,972,1.7,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24019,Quebec,Charlesbourg--Haute-Saint-Charles,Semi-urban,Daniel Pelletier,Free Party Canada,449,0.8,,,107254,85196,68.6,"Paul-Hus, Pierre",Conservative,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Brenda Shanahan,Liberal,18029,37.0,12.0,0.0,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Patrick O'Hara,Bloc Quebecois,18017,37.0,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Pierre Bournaki,Conservative,5538,11.4,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Hannah Wolker,NDP-New Democratic Party,3752,7.7,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Jeff Benoit,People's Party - PPC,1821,3.7,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Frédéric Olivier,Green Party,801,1.6,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,André Lafrance,Free Party Canada,448,0.9,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24021,Quebec,Châteauguay--Lacolle,Semi-urban,Marc Gagnon,Pour l'Indépendance du Québec,277,0.6,,,97887,79854,62.3,"Shanahan, Brenda",Liberal,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Richard Martel,Conservative,17228,41.0,3201.0,7.6,81639,65579,65.3,"Martel, Richard",Conservative,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Julie Bouchard,Bloc Quebecois,14027,33.4,,,81639,65579,65.3,"Martel, Richard",Conservative,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Jean Duplain,Liberal,7676,18.3,,,81639,65579,65.3,"Martel, Richard",Conservative,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Ismaël Raymond,NDP-New Democratic Party,1944,4.6,,,81639,65579,65.3,"Martel, Richard",Conservative,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Jimmy Voyer,People's Party - PPC,649,1.5,,,81639,65579,65.3,"Martel, Richard",Conservative,QC
24022,Quebec,Chicoutimi--Le Fjord,Semi-urban,Yves Laporte,Green Party,482,1.1,,,81639,65579,65.3,"Martel, Richard",Conservative,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Marie-Claude Bibeau,Liberal,21188,36.7,3507.0,6.1,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Nathalie Bresse,Bloc Quebecois,17681,30.6,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Pierre Tremblay,Conservative,10087,17.5,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Geneva Allen,NDP-New Democratic Party,4288,7.4,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Yves Bourassa,People's Party - PPC,2167,3.7,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Sylvain Dodier,Green Party,1623,2.8,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Déitane Gendron,Free Party Canada,576,1.0,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24023,Quebec,Compton--Stanstead,Semi-urban,Sylvain Longpré,Independent,186,0.3,,,105459,87358,67.3,"Bibeau, Marie-Claude",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Anju Dhillon,Liberal,25233,52.4,17691.0,36.7,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Cloé Rose Jenneau,Bloc Quebecois,7542,15.7,,,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Fabiola Ngamaleu Teumeni,NDP-New Democratic Party,6241,13.0,,,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Jude Bazelais,Conservative,5754,12.0,,,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Michael Patterson,People's Party - PPC,2020,4.2,,,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
24024,Quebec,Dorval--Lachine--LaSalle,Urban,Laura Mariani,Green Party,1351,2.8,,,112866,82780,59.1,"Dhillon, Anju",Liberal,QC
